DataAcc	SpecAcc	Age	RunID	ZTime	gtype	light	temp	sampleID	header_	ZTime_int	fname_	date	genome	tophatOpt	trimmoOpt	type	bname	sampleCode	mapped_reads	total_reads	runID
183RS3	Ath	unknown	183R	ZT8	Q0-15		12C	S3		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q0-15-ZT8-12C_S3_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-61b2d640-25a5-4eaa-bef0-765a74c3ff64_output-folder/star_out/183RQ-Q0-15-ZT8-12C_S3.fastq.gz/read_counts.tsv						183RQ-Q0-15-ZT8-12C_S3		20127243.0	23037076.0	183R
183RS24	Ath	unknown	183R	ZT12	Q0-15		12C	S24		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q0-15-ZT8-27C_S24_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-a03d7f1c-68c4-4542-aaa9-6c62b9bc316f_output-folder/star_out/183RQ-Q0-15-ZT8-27C_S24.fastq.gz/read_counts.tsv						183RQ-Q0-15-ZT12-12C_S24		9903337.0	11337099.0	183R
177RS21	Ath	unknown	177R	ZT12	Q0-15		22C	S21		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-758-Q0-15-ZT12-22C_S21_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-6772c819-43c4-41cb-9cc4-6c95fa2b1a78_output-folder/star_out/177R-758-Q0-15-ZT12-22C_S21.fastq.gz/read_counts.tsv						177R-758-Q0-15-ZT12-22C_S21	758.0	11712698.0	13566077.0	177R
178RS19	Ath	unknown	178R	ZT8	Q0-15		22C	S19		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-746-Q0-15-ZT8-22C_S19_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-6624c5c9-5f0d-4535-8d52-24bcb37598ff_output-folder/star_out/178R-746-Q0-15-ZT8-22C_S19.fastq.gz/read_counts.tsv						178R-746-Q0-15-ZT8-22C_S19	746.0	14933183.0	16363117.0	178R
177RS10	Ath	unknown	177R	ZT12	Q0-15		27C	S10		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-764-Q0-15-ZT12-27C_S10_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-af4a65e0-4325-477c-a0a1-150ed1095d11_output-folder/star_out/177R-764-Q0-15-ZT12-27C_S10.fastq.gz/read_counts.tsv						177R-764-Q0-15-ZT12-27C_S10	764.0	20587751.0	27903383.0	177R
177RS15	Ath	unknown	177R	ZT8	Q0-15		27C	S15		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-752-Q0-15-ZT8-27C_S15_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-1de3a315-7121-44f2-a7ac-a66315d03242_output-folder/star_out/177R-752-Q0-15-ZT8-27C_S15.fastq.gz/read_counts.tsv						177R-752-Q0-15-ZT8-27C_S15	752.0	18911238.0	20997864.0	177R
183RS14	Ath	unknown	183R	ZT8	Q0-15		27C	S14		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q0-15-ZT8-27C_S14_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f253e82f-7ac7-41f8-8a1a-1efdaa356b55_output-folder/star_out/183RQ-Q0-15-ZT8-27C_S14.fastq.gz/read_counts.tsv						183RQ-Q0-15-ZT8-27C_S14		18957781.0	20674932.0	183R
184RS11	Ath	unknown	184R	ZT12	Q0-15		27C	S11		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-911-Q0-15-1497-ZT12-27_S11_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-a586b265-b389-4e99-a74e-a1597f1ad24a_output-folder/star_out/184R-Q-911-Q0-15-1497-ZT12-27_S11.fastq.gz/read_counts.tsv						184R-Q-911-Q0-15-1497-ZT12-27C_S11	911.0	21976543.0	25137112.0	184R
177RS9	Ath	unknown	177R	ZT8	Q0-2		22C	S9		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-745-Q0-2-ZT8-22C_S9_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-0a92caaa-cef6-4bbb-b448-1191966a47d9_output-folder/star_out/177R-745-Q0-2-ZT8-22C_S9.fastq.gz/read_counts.tsv						177R-745-Q0-2-ZT8-22C_S9	745.0	16637923.0	23312752.0	177R
177RS20	Ath	unknown	177R	ZT12	Q0-2		22C	S20		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-757-Q0-2-ZT12-22C_S20_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-0c69bf48-eaf6-4960-8aa7-4c0fb8928ecc_output-folder/star_out/177R-757-Q0-2-ZT12-22C_S20.fastq.gz/read_counts.tsv						177R-757-Q0-2-ZT12-22C_S20	757.0	7261617.0	11881902.0	177R
177RS14	Ath	unknown	177R	ZT8	Q0-2		27C	S14		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-751-Q0-2-ZT8-27C_S14_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-0fd51be0-bdea-4d59-8f22-88b102d7f22f_output-folder/star_out/177R-751-Q0-2-ZT8-27C_S14.fastq.gz/read_counts.tsv						177R-751-Q0-2-ZT8-27C_S14	751.0	14593635.0	19597211.0	177R
178RS18	Ath	unknown	178R	ZT12	Q0-2		27C	S18		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-763-Q0-2-ZT12-27C_S18_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f7e9cec9-9516-4954-9349-9165f307ed6a_output-folder/star_out/178R-763-Q0-2-ZT12-27C_S18.fastq.gz/read_counts.tsv						178R-763-Q0-2-ZT12-27C_S18	763.0	12636108.0	15504944.0	178R
183RS4	Ath	unknown	183R	ZT8	Q0-xx		12C	S4		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q0-xx-ZT8-12C_S4_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-3cb9b7ad-0bfc-45fc-b2ff-3ee1ba0c80a8_output-folder/star_out/183RQ-Q0-xx-ZT8-12C_S4.fastq.gz/read_counts.tsv						183RQ-Q0-xx-ZT8-12C_S4		21969433.0	25812924.0	183R
184RS1	Ath	unknown	184R	ZT12	Q0-xx		12C	S1		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-901-Q0-xx-ZT12-12C_S1_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-2447759a-4e5c-4162-a622-23acc9da86ab_output-folder/star_out/184R-Q-901-Q0-xx-ZT12-12C_S1.fastq.gz/read_counts.tsv						184R-Q-901-Q0-xx-ZT12-12C_S1	901.0	29729754.0	31921988.0	184R
183RS15	Ath	unknown	183R	ZT8	Q0-xx		27C	S15		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q0-xx-ZT8-27C_S15_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-00ca89dd-db81-4830-9184-63944bfaf094_output-folder/star_out/183RQ-Q0-xx-ZT8-27C_S15.fastq.gz/read_counts.tsv						183RQ-Q0-xx-ZT8-27C_S15		19065753.0	20843030.0	183R
184RS12	Ath	unknown	184R	ZT12	Q0-xx		27C	S12		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-912-Q0-xx-ZT12-27C_S12_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-7b28b470-118d-4cad-88df-8fcf977db683_output-folder/star_out/184R-Q-912-Q0-xx-ZT12-27C_S12.fastq.gz/read_counts.tsv						184R-Q-912-Q0-xx-ZT12-27C_S12	912.0	4888635.0	5925515.0	184R
183RS8	Ath	unknown	183R	ZT8	Q21-23		12C	S8		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q21-23-ZT8-12C_S8_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-2d60bc07-5f3c-4bf7-b9b2-e07386779680_output-folder/star_out/183RQ-Q21-23-ZT8-12C_S8.fastq.gz/read_counts.tsv						183RQ-Q21-23-ZT8-12C_S8		20289498.0	24414345.0	183R
184RS5	Ath	unknown	184R	ZT12	Q21-23		12C	S5		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-905-Q21-23-1502-ZT12-12C_S5_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-42f4b0a0-86ff-445f-8c84-df7d133ccd0b_output-folder/star_out/184R-Q-905-Q21-23-1502-ZT12-12C_S5.fastq.gz/read_counts.tsv						184R-Q-905-Q21-23-1502-ZT12-12C_S5	905.0	6422765.0	6966899.0	184R
178RS17	Ath	unknown	178R	ZT12	Q21-23		22C	S17		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-762-Q21-23-ZT12-22C_S17_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f6e8aa22-b99e-47b4-9679-bd23b835941f_output-folder/star_out/178R-762-Q21-23-ZT12-22C_S17.fastq.gz/read_counts.tsv						178R-762-Q21-23-ZT12-22C_S17	762.0	13198542.0	17982732.0	178R
178RS24	Ath	unknown	178R	ZT8	Q21-23		22C	S24		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-750-Q21-23-ZT8-22C_S24_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-b8469896-cb06-4545-90aa-d7fb9209d4ed_output-folder/star_out/178R-750-Q21-23-ZT8-22C_S24.fastq.gz/read_counts.tsv						178R-750-Q21-23-ZT8-22C_S24	750.0	15159655.0	17651509.0	178R
177RS19	Ath	unknown	177R	ZT8	Q21-23		27C	S19		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-756-Q21-23-ZT8-27C_S19_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-e4671e13-23c4-4411-8199-0b82326930fd_output-folder/star_out/177R-756-Q21-23-ZT8-27C_S19.fastq.gz/read_counts.tsv						177R-756-Q21-23-ZT8-27C_S19	756.0	2622403.0	5951643.0	177R
178RS23	Ath	unknown	178R	ZT12	Q21-23		27C	S23		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-768-Q21-23-ZT12-27C_S23_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-9d821114-355f-40d4-9464-29ed0bd714cd_output-folder/star_out/178R-768-Q21-23-ZT12-27C_S23.fastq.gz/read_counts.tsv						178R-768-Q21-23-ZT12-27C_S23	768.0	8256163.0	11875986.0	178R
183RS7	Ath	unknown	183R	ZT8	Q21-7		12C	S7		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q21-7-ZT8-12C_S7_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-7bd09bbd-3a2e-4d6b-9514-40115eb44368_output-folder/star_out/183RQ-Q21-7-ZT8-12C_S7.fastq.gz/read_counts.tsv						183RQ-Q21-7-ZT8-12C_S7		20470814.0	22760284.0	183R
184RS4	Ath	unknown	184R	ZT12	Q21-7		12C	S4		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-904-Q21-7-1501-ZT12-12C_S4_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-585024f0-8ad6-4b58-a0b4-fd8101de2a59_output-folder/star_out/184R-Q-904-Q21-7-1501-ZT12-12C_S4.fastq.gz/read_counts.tsv						184R-Q-904-Q21-7-1501-ZT12-12C_S4	904.0	17698388.0	18803118.0	184R
177RS13	Ath	unknown	177R	ZT8	Q21-7		22C	S13		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-749-Q21-7-ZT8-22C_S13_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-dedea8e0-dd9c-4941-a5c8-091180338b78_output-folder/star_out/177R-749-Q21-7-ZT8-22C_S13.fastq.gz/read_counts.tsv						177R-749-Q21-7-ZT8-22C_S13	749.0	17922113.0	19822359.0	177R
177RS24	Ath	unknown	177R	ZT12	Q21-7		22C	S24		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-761-Q21-7-ZT12-22C_S24_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-155696aa-c43f-46f3-9f54-dbace57fb79b_output-folder/star_out/177R-761-Q21-7-ZT12-22C_S24.fastq.gz/read_counts.tsv						177R-761-Q21-7-ZT12-22C_S24	761.0	25649275.0	30421351.0	177R
177RS18	Ath	unknown	177R	ZT8	Q21-7		27C	S18		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-755-Q21-7-ZT8-27C_S18_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-9d7028b0-6984-4baf-a703-fc0c8e63af77_output-folder/star_out/177R-755-Q21-7-ZT8-27C_S18.fastq.gz/read_counts.tsv						177R-755-Q21-7-ZT8-27C_S18	755.0	13418848.0	17132384.0	177R
178RS22	Ath	unknown	178R	ZT12	Q21-7		27C	S22		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-767-Q21-7-ZT12-27C_S22_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-7d1b685d-2ceb-4da4-bdae-d5a284d59ec6_output-folder/star_out/178R-767-Q21-7-ZT12-27C_S22.fastq.gz/read_counts.tsv						178R-767-Q21-7-ZT12-27C_S22	767.0	12063727.0	15680249.0	178R
183RS18	Ath	unknown	183R	ZT8	Q21-7		27C	S18		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q21-7-ZT8-27C_S18_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-21bfe8e3-f46f-4a36-9ca4-533b89a1ba66_output-folder/star_out/183RQ-Q21-7-ZT8-27C_S18.fastq.gz/read_counts.tsv						183RQ-Q21-7-ZT8-27C_S18		19795868.0	22119816.0	183R
184RS15	Ath	unknown	184R	ZT12	Q21-7		27C	S15		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-915-Q21-7-1501-ZT12-27C_S15_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-803ff783-2b5a-4e5a-867d-a98c316a5c30_output-folder/star_out/184R-Q-915-Q21-7-1501-ZT12-27C_S15.fastq.gz/read_counts.tsv						184R-Q-915-Q21-7-1501-ZT12-27C_S15	915.0	9434837.0	10604484.0	184R
183RS6	Ath	unknown	183R	ZT8	Q7-17		12C	S6		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q7-17-ZT8-12C_S6_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-3142aac3-4085-45d4-9581-0d30e9db1271_output-folder/star_out/183RQ-Q7-17-ZT8-12C_S6.fastq.gz/read_counts.tsv						183RQ-Q7-17-ZT8-12C_S6		15128297.0	16598427.0	183R
184RS3	Ath	unknown	184R	ZT12	Q7-17		12C	S3		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-903-Q7-17-1500-ZT12-12C_S3_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-8275821b-2669-4c7f-9f26-6e6e0c767a5a_output-folder/star_out/184R-Q-903-Q7-17-1500-ZT12-12C_S3.fastq.gz/read_counts.tsv						184R-Q-903-Q7-17-1500-ZT12-12C_S3	903.0	18928644.0	19895145.0	184R
177RS12	Ath	unknown	177R	ZT8	Q7-17		22C	S12		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-748-Q7-17-ZT8-22C_S12_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f54fcecb-db9c-4ed9-9374-5c016bc93780_output-folder/star_out/177R-748-Q7-17-ZT8-22C_S12.fastq.gz/read_counts.tsv						177R-748-Q7-17-ZT8-22C_S12	748.0	24764856.0	26530063.0	177R
177RS23	Ath	unknown	177R	ZT12	Q7-17		22C	S23		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-760-Q7-17-ZT12-22C_S23_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-17349977-d8c5-4563-abf2-efc123cabe4f_output-folder/star_out/177R-760-Q7-17-ZT12-22C_S23.fastq.gz/read_counts.tsv						177R-760-Q7-17-ZT12-22C_S23	760.0	8811228.0	12662031.0	177R
177RS17	Ath	unknown	177R	ZT8	Q7-17		27C	S17		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-754-Q7-17-ZT8-27C_S17_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-b8f8c33e-c379-43ab-bd05-9f29205d5b16_output-folder/star_out/177R-754-Q7-17-ZT8-27C_S17.fastq.gz/read_counts.tsv						177R-754-Q7-17-ZT8-27C_S17	754.0	12975884.0	20228769.0	177R
178RS21	Ath	unknown	178R	ZT12	Q7-17		27C	S21		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-766-Q7-17-ZT12-27C_S21_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-bc9c0641-382d-4de9-823b-611571a7691b_output-folder/star_out/178R-766-Q7-17-ZT12-27C_S21.fastq.gz/read_counts.tsv						178R-766-Q7-17-ZT12-27C_S21	766.0	1843322.0	3624643.0	178R
183RS17	Ath	unknown	183R	ZT8	Q7-17		27C	S17		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q7-17-ZT8-27C_S17_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-1469bc37-efbd-4c1b-8fba-0d3255968883_output-folder/star_out/183RQ-Q7-17-ZT8-27C_S17.fastq.gz/read_counts.tsv						183RQ-Q7-17-ZT8-27C_S17		26943199.0	31873327.0	183R
184RS14	Ath	unknown	184R	ZT12	Q7-17		27C	S14		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-914-Q7-17-1500-ZT12-27C_S14_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-cee2ebcf-228e-4f9c-b467-17ddedbdd6de_output-folder/star_out/184R-Q-914-Q7-17-1500-ZT12-27C_S14.fastq.gz/read_counts.tsv						184R-Q-914-Q7-17-1500-ZT12-27C_S14	914.0	1222875.0	1347817.0	184R
183RS5	Ath	unknown	183R	ZT8	Q7-6		12C	S5		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q7-6-ZT8-12C_S5_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-20efcb2a-71a4-42ac-9997-07224d2f58ba_output-folder/star_out/183RQ-Q7-6-ZT8-12C_S5.fastq.gz/read_counts.tsv						183RQ-Q7-6-ZT8-12C_S5		11465837.0	12696819.0	183R
184RS2	Ath	unknown	184R	ZT12	Q7-6		12C	S2		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-902-Q7-6-1499-ZT12-12C_S2_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f412d301-d45c-448e-a39f-c3bd3890d047_output-folder/star_out/184R-Q-902-Q7-6-1499-ZT12-12C_S2.fastq.gz/read_counts.tsv						184R-Q-902-Q7-6-1499-ZT12-12C_S2	902.0	24119611.0	26246771.0	184R
177RS22	Ath	unknown	177R	ZT12	Q7-6		22C	S22		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-759-Q7-6-ZT12-22C_S22_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-ebcee5af-0f4d-44f7-9dbe-94a9ced4e026_output-folder/star_out/177R-759-Q7-6-ZT12-22C_S22.fastq.gz/read_counts.tsv						177R-759-Q7-6-ZT12-22C_S22	759.0	14655292.0	19431798.0	177R
177RS16	Ath	unknown	177R	ZT8	Q7-6		27C	S16		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-753-Q7-6-ZT8-27C_S16_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-1c39ac7f-aa00-494b-8d85-97f8491b52f7_output-folder/star_out/177R-753-Q7-6-ZT8-27C_S16.fastq.gz/read_counts.tsv						177R-753-Q7-6-ZT8-27C_S16	753.0	27579947.0	31622283.0	177R
178RS20	Ath	unknown	178R	ZT12	Q7-6		27C	S20		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-765-Q7-6-ZT12-27C_S20_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-8904d7e1-43d4-40de-a196-ca331f543dfd_output-folder/star_out/178R-765-Q7-6-ZT12-27C_S20.fastq.gz/read_counts.tsv						178R-765-Q7-6-ZT12-27C_S20	765.0	7150372.0	9914627.0	178R
183RS16	Ath	unknown	183R	ZT8	Q7-6		27C	S16		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q7-6-ZT8-27C_S16_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-4a1c1d9b-29dd-46aa-83e2-e6de8e971d32_output-folder/star_out/183RQ-Q7-6-ZT8-27C_S16.fastq.gz/read_counts.tsv						183RQ-Q7-6-ZT8-27C_S16		19407200.0	21360785.0	183R
184RS13	Ath	unknown	184R	ZT12	Q7-6		27C	S13		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-913-Q7-6-1499-ZT12-27C_S13_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-2aff9aa6-bff1-455e-a70d-43574952400e_output-folder/star_out/184R-Q-913-Q7-6-1499-ZT12-27C_S13.fastq.gz/read_counts.tsv						184R-Q-913-Q7-6-1499-ZT12-27C_S13	913.0	486377.0	557258.0	184R
2_18R_08-arp6-1	Ath			ZT0	arp6-1		22C			0	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_22C_BGI_20141101_20141225/2_18R_08_rna-seq_20141101_arp6-1_22C_ZT0_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_19R_08-arp6-1	Ath			ZT1	arp6-1		22C			1	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_22C_BGI_20141101_20141225/2_19R_08_rna-seq_20141101_arp6-1_22C_ZT1_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_20R_08-arp6-1	Ath			ZT4	arp6-1		22C			4	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_22C_BGI_20141101_20141225/2_20R_08_rna-seq_20141101_arp6-1_22C_ZT4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_21R_08-arp6-1	Ath			ZT8	arp6-1		22C			8	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_22C_BGI_20141101_20141225/2_21R_08_rna-seq_20141101_arp6-1_22C_ZT8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_22R_08-arp6-1	Ath			ZT12	arp6-1		22C			12	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_22C_BGI_20141101_20141225/2_22R_08_rna-seq_20141101_arp6-1_22C_ZT-12_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_23R_08-arp6-1	Ath			ZT16	arp6-1		22C			16	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_22C_BGI_20141101_20141225/2_23R_08_rna-seq_20141101_arp6-1_22C_ZT-8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
